track_name,track_artist,track_album_release_date,playlist_genre
Stuntin' Like My Daddy - Street,Birdman,1/1/06,rap
Get Throwed,Bun B,2005,rap
Snap Yo Fingers,Youngbloodz,5/2/06,rap
Like A Pimp,David Banner,5/20/03,rap
Still Tippin' (feat. Slim Thug & Paul Wall),Mike Jones,4/19/05,rap
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,10/1/10,rap
Hood Nigga,Gorilla Zoe,9/24/07,rap
Hypnotized (feat. Akon),Plies,8/6/07,rap
Put On,Jeezy,1/1/08,rap
It's Goin' Down (feat. Nitti),Yung Joc,6/6/06,rap
Thug,Slim Thug,3/24/09,rap
"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,3/5/13,rap
We Ball,Ace Hood,2/27/19,rap
CheezNDope (feat. Young Dolph & Key Glock),Project Pat,7/12/19,rap
Whatever You Like,T.I.,9/8/08,rap
Independent (feat. Lil' Boosie and Lil' Phat),Webbie,2/25/08,rap
Vica Versa,Pastor Troy,1/1/01,rap
Stay Fly - Explicit Album Version,Three 6 Mafia,9/27/05,rap
In My Pocket,Pimp C,1/1/03,rap
Sittin' Sidewayz (feat. Big Pokey),Paul Wall,7/19/05,rap
One Day,UGK,7/30/96,rap
"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Juicy J,7/22/14,rap
Ayy Ladies,Travis Porter,5/28/12,rap
Hands In The Air,8Ball,1/1/03,rap
Bling Bling,B.G.,4/20/99,rap
Hustlin',Rick Ross,1/1/06,rap
Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,7/13/04,rap
All Work,Curren$y,12/20/19,rap
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,1/1/06,rap
Band Plays On,Lil Wyte,7/16/13,rap
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,3/30/04,rap
Some Cut,Trillville,2/24/04,rap
So What,Field Mob,1/1/06,rap
Walk It Out,Unk,10/3/06,rap
Right Thurr,Chingy,1/1/03,rap
They Know (Dey Know),Shawty Lo,12/4/07,rap
Make tha Trap Say Aye (feat. Gucci Mane),OJ Da Juiceman,1/27/09,rap
It's A Vibe,2 Chainz,6/16/17,rap
You Don't Want Drama,8Ball & MJG,10/4/05,rap
Addiction (feat. Lil Wayne & Saweetie),Big K.R.I.T.,7/12/19,rap
Halle Berry (She's Fine),Hurricane Chris,12/18/09,rap
Lottery (Renegade),K CAMP,6/21/19,rap
Betcha Can't Do It Like Me,D4L,11/8/05,rap
Mo Reala,Zaytoven,5/25/18,rap
White Girl,U.S.D.A.,1/1/07,rap
I'm a King,P$C,8/23/05,rap
Smile,Scarface,1/1/10,rap
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,6/22/17,rap
Water on Water on Water,Young Dolph,7/26/19,rap
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,2/10/15,rap
Do U?,Do Or Die,8/15/13,rap
No Games,Soulja Boyz,1/1/06,rap
Suga Suga,Baby Bash,1/1/03,rap
Real Big,Mannie Fresh,1/1/04,rap
Big Boy Diamonds (feat. Kodak Black & London on Da Track),Gucci Mane,10/18/19,rap
Dark Angel (feat. Kevin Gates),Trae Tha Truth,11/25/13,rap
Alive (with Offset & 2 Chainz),Lil Jon,1/26/18,rap
Da Baddest (feat. Trey Songz),Big Kuntry King,9/30/08,rap
That Girl,MJG,11/18/97,rap
Jugg King,Young Scooter,7/13/17,rap
Not Myself,Foxx,10/1/07,rap
23,Mike WiLL Made-It,1/1/13,rap
Trouble On My Mind,Pusha T,11/8/11,rap
Down For My N's,C-Murder,1/1/05,rap
"Pop, Lock & Drop It - Video Edit",Huey,2006,rap
Tipsy - Club Mix,J-Kwon,2004,rap
Chase The Money,E-40,7/26/19,rap
Krispy - Dirty,Kia Shine,1/1/07,rap
Feel It In The Air,Beanie Sigel,1/1/05,rap
Big Shot (feat. Mustard),O.T. Genasis,10/25/19,rap
I'ma Ride (feat. Birdman & Young Thug),Yung Ralph,12/9/15,rap
I Like Dem Girlz,Jazzy Pha,5/22/01,rap
Oh Boy,Cam’ron,1/1/02,rap
Summertime (feat. August Alsina),Jody Breeze,3/11/14,rap
Ain't I - main voc up,Yung L.A.,1/1/08,rap
Duffle Bag Boy,Playaz Circle,10/30/07,rap
Lotus Flower Bomb (feat. Miguel),Wale,10/28/11,rap
Cupid Shuffle,Cupid,9/11/07,rap
Hole In the Wall,Mel Waiters,10/19/99,rap
I Found Love (On A Lonely Highway),Jeff Floyd,2/20/01,rap
My Sidepiece (feat. Pokey & Major Clark Jr.),The Louisiana Blues Brothas,7/2/14,rap
Why Me?,Reggie P,3/1/05,rap
Slip Away,Clarence Carter,1968,rap
Lacee's Groove,Lacee,5/18/09,rap
Try Me,T.K. Soul,1/1/07,rap
Sweet Home Alabama,Lynyrd Skynyrd,4/15/74,rap
Fire,Lebrado,4/25/10,rap
Got My Whiskey,Mel Waiters,10/14/97,rap
Lock My Door,Jeff Floyd,7/1/08,rap
From the Back,LJ Echols,1/1/09,rap
Party Like We Use to Do,Willie Clayton,1/10/06,rap
Cornbread & Greens (feat. Big Pokey),Cupid,8/31/16,rap
Don't Make Me Beg,Tucka,4/21/11,rap
Mr Sexy Man,Nellie Tiger Travis,5/1/17,rap
Superstition - Single Version,Stevie Wonder,2002,rap
Sweet Soul Music,Arthur Conley,4/19/05,rap
Brown Eyed Girl,Van Morrison,1967-09,rap
Friday,Sir Charles Jones,1/10/08,rap
Stand up in It,Theodis Ealey,1/1/04,rap
Smaller the Club,A Nite Out,9/20/03,rap
Party Like Back in the Day,T.K. Soul,10/23/12,rap
Last Two Dollars,Johnnie Taylor,2/25/97,rap
Sure Wasn't Me,Tyrone Davis,9/26/00,rap
Swing Out Song,Mel Waiters,10/19/99,rap
"I'm Trapped, Pt. 1",Carl Sims,1995,rap
Cheating In The Next Room,Z.Z. Hill,11/18/81,rap
Work It Out,Tucka,11/5/09,rap
Let's Straighten It Out,Latimore,10/3/83,rap
Is There Anybody Lonely,Sir Charles Jones,1/10/08,rap
If You Dont Want Me,T.K. Soul,10/23/12,rap
Soul Heaven,Johnnie Taylor,11/2/99,rap
I'm Missin' You Babe,Lebrado,1/1/05,rap
I Gotta Clean Up,Marvin Sease,1994,rap
They Call Me Pokey (Remix) [feat. Tucka & Tyree Neal],Pokey,7/4/13,rap
Two Way Love Affair,David Brinston,7/17/07,rap
Candy Land,Tucka,4/21/11,rap
After The Pain,Betty Wright,1/1/88,rap
I Done Lost My Good Thang,Terry Wright,9/1/13,rap
Slow Roll It,The Love Doctor,2/26/08,rap
Just Can't Let Go,Sir Charles Jones,1/10/08,rap
Down Home Blues,Z.Z. Hill,11/18/81,rap
Cotton Candy,Ronnie Bell,4/19/13,rap
If I Back It Up,Nellie Tiger Travis,1/1/05,rap
Ghetto Man,Marvin Sease,1/1/87,rap
Sugar Shack (Line Dance Remix) (feat. Mz Jackson),Bigg Robb,4/2/12,rap
I Got This Record,Jwonn,4/1/14,rap
Running Out Of Lies,Johnnie Taylor,1976,rap
Good Loving Will Make You Cry (Remastered),Carl Marshall,4/6/10,rap
Taxi,J. Blackfoot,2002,rap
Book of Love,Tucka: King Of Swing,8/14/12,rap
For Better or Worse,Sir Charles Jones,1/10/08,rap
"Boom, Boom, Boom",Willie Clayton,10/3/06,rap
Candy Land Remix,Tucka,4/21/11,rap
Tonight Is the Night (Pts. 1&2),Betty Wright,7/2/02,rap
I'm Mr. Jody,Marvin Sease,1994,rap
Older Woman (feat. Dellanor & Akilah),Pokey,7/4/13,rap
Cheating and Lying,T.K. Soul,10/23/12,rap
Sending You A Kiss,Johnnie Taylor,2/25/97,rap
Soul Music,Vick Allen,10/21/12,rap
Members Only,"Bobby ""Blue"" Bland",10/14/85,rap
Got No Curfew,Mel Waiters,2/1/12,rap
I'm Looking for a Lady,T.K. Soul,2/4/14,rap
Sweet Shop,Tucka: King Of Swing,8/14/12,rap
Everything's Out In the Open,Johnnie Taylor,6/12/88,rap
"No Pain, (No Gain)",Betty Wright,1/1/88,rap
Touch Your Spot,Tucka,3/27/14,rap
Hell at the house,Omar Cunningham,2003,rap
Wiggle,Willie Clayton,1/10/06,rap
"Scat Cat, Here Kitty, Kitty",Billy Soul Bonds,6/13/06,rap
Man Enough,Karen Wolfe,5/3/09,rap
They Call Me Pokey,Pokey,4/27/13,rap
Still My Love,Wilson Meadows,9/14/14,rap
The Beauty Shop,Omar Cunningham,1/1/08,rap
Bill,Peggy Scott-Adams,2/25/08,rap
Just One Lifetime,J. Blackfoot,10/10/97,rap
I Believe In You (You Believe In Me),Johnnie Taylor,1973,rap
Caught Up in Doing Wrong,T.K. Soul,2/4/14,rap
Chick On the Side Remix,The Louisiana Blues Brothas,7/2/14,rap
Can I Change My Mind,Tyrone Davis,1969,rap
Teddy Bear,Keith Frank,7/5/14,rap
Slow Rock,Tucka,7/21/16,rap
Somebody Is Gonna Lose A Good Woman,Jeff Floyd,2002,rap
Before I Let Go - Edit/Remastered,Maze,1/1/11,rap
It Aint Cheating Til You Get Caught,T.K. Soul,10/23/12,rap
P's & Q's,Reggie P,7/20/10,rap
Forever Swing (feat. Doug E Fresh),Tucka: King Of Swing,8/14/12,rap
Drinking Again,Avail Hollywood,3/1/11,rap
Mr. Right or Mr. Wrong,Peggy Scott-Adams,2/25/08,rap
She Made a Freak Out of Me,"Lee ""Shot"" Williams",2000,rap
Woman To Woman,Shirley Brown,1974,rap
My Sidepiece Reply,Various Artists,3/4/16,rap
The Repair Man,Tucka,7/21/16,rap
Family Reunion Song (feat. Shirley Murdock),Bigg Robb,4/20/09,rap
Down in da Club,Jackie Neal,7/5/07,rap
Chech to Check,Omar Cunningham,2003,rap
Impala,LaMorris Williams,2/8/11,rap
DNA.,Kendrick Lamar,4/14/17,rap
Look At Me!,XXXTENTACION,2/20/17,rap
Moves,Big Sean,2/3/17,rap
First Things First,Stormzy,2/24/17,rap
XO TOUR Llif3,Lil Uzi Vert,3/24/17,rap
Mask Off,Future,8/4/17,rap
Jump (feat. Gizzle),Lupe Fiasco,2/10/17,rap
Everybody,Logic,3/31/17,rap
The Let Out,Jidenna,2/3/17,rap
Enough,Flume,2/17/17,rap
Hendrix,Wyclef Jean,2/3/17,rap
Dopamine Lit (Intro),Lupe Fiasco,2/10/17,rap
Pull Up,Rich Homie Quan,12/9/14,rap
No Favors,Big Sean,2/3/17,rap
Bare Tings,Blvck O,2/27/17,rap
Rent Money,Future,8/4/17,rap
Bounce Back,Big Sean,2/3/17,rap
ROCKABYE BABY (feat. ScHoolboy Q),Joey Bada$$,4/7/17,rap
Brand New,Taylor Gang,12/16/16,rap
Treat Me Like Gotti,Brodinski,3/3/17,rap
First Day Out,Tee Grizzley,1/6/17,rap
Free Up,Derek Wise,2/3/16,rap
Bullet,Rich Gang,11/8/16,rap
Yeah Yeah (feat. Young Thug),Travis Scott,2/10/17,rap
"Slime Shit (feat. Yak Gotti, Duke & Peewee Roscoe)",Young Thug,3/25/16,rap
Large Bag,Fly Ty,12/21/16,rap
Good Drank 2.0,2 Chainz,3/6/17,rap
Thank God I Got It,Desiigner,4/3/17,rap
U-RITE,THEY.,1/13/17,rap
Chief Don't Run,Jidenna,2/17/17,rap
Six Hundred Sixty Six,Klone Ambition,10/30/16,rap
Running Man,Rexx Life Raj,10/7/16,rap
Go Round (feat. Lil Yachty),Rahmeen,1/30/17,rap
Good Drank,2 Chainz,1/20/17,rap
The Conversation,Chynna,2/5/16,rap
Disrespectful,GASHI,3/1/17,rap
Rolex,Ayo & Teo,1/13/17,rap
Portland,Drake,3/18/17,rap
Gyalchester,Drake,3/18/17,rap
Can't Have Everything,Drake,3/18/17,rap
NEVER,JID,12/16/16,rap
Dick in Da Dope,Divine Council,12/2/16,rap
Decemba (Remix),Divine Council,12/2/16,rap
HUMBLE.,Kendrick Lamar,3/31/17,rap
Blessings,Big Sean,2/24/15,rap
Halftime,Young Thug,4/16/15,rap
"Right Now (feat. Future, Fabolous & Jadakiss) - Remix",Uncle Murda,4/14/16,rap
Makaveli,DJ Max Star,12/5/16,rap
Buddha,G-Eazy,4/11/17,rap
Old English,Young Thug,7/1/14,rap
Waverunners,dopeSMOOTHIES,3/30/17,rap
Psycho,A$AP Ferg,6/22/16,rap
That's Not Me,Skepta,5/6/16,rap
XXX. FEAT. U2.,Kendrick Lamar,4/14/17,rap
SippinTeaInYoHood,XXXTENTACION,4/13/17,rap
ELEMENT.,Kendrick Lamar,4/14/17,rap
Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,4/14/17,rap
Glen Coco,Chynna,7/25/14,rap
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,3/23/17,rap
Running Back (feat. Lil Wayne),Wale,1/20/17,rap
Fish N Grits (feat. Travis Scott),Wale,4/6/17,rap
Sacrifices,Drake,3/18/17,rap
Kush Ups (feat. Wiz Khalifa),Snoop Dogg,7/1/16,rap
In The Nights,Damion,2/23/17,rap
Deja Vu,J. Cole,12/9/16,rap
Smartphone,2 Chainz,3/9/17,rap
Still,Brodinski,4/7/17,rap
No Target,Brodinski,3/3/17,rap
Kill Jill,Big Boi,2017,rap
Wrong,A$AP Mob,4/28/17,rap
5071,Blvck O,4/24/17,rap
XXX,WELL$,10/21/16,rap
Y'all Ain't Ready (feat. 2 Chainz),Mike WiLL Made-It,3/24/17,rap
Razzle Dazzle (feat. Future),Mike WiLL Made-It,3/24/17,rap
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,3/24/17,rap
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,3/24/17,rap
Lookin,Playboi Carti,4/14/17,rap
New Choppa,Playboi Carti,4/14/17,rap
Eyes Closed,Tyga,5/5/17,rap
Draco,Future,8/4/17,rap
Get Mine,Bryson Tiller,5/10/17,rap
Outlet,Desiigner,2/9/17,rap
Wake + Bake,Machine Gun Kelly,5/12/17,rap
Glorious,Belly,4/7/17,rap
What in XXXTarnation,XXXTENTACION,4/20/17,rap
America,Logic,5/5/17,rap
Killing Spree,Logic,5/5/17,rap
Gospel,Rich Brian,5/12/17,rap
Mask Off - Remix,Future,5/23/17,rap
Peek A Boo,Lil Yachty,5/26/17,rap
RAF,A$AP Mob,5/22/17,rap
Run to the Money,D'african,5/19/17,rap
Top Lookin Down,Yo Gotti,5/17/17,rap
Eject,CHRIS YONGE,3/7/17,rap
Selfish - Shlohmo Remix,PnB Rock,6/9/17,rap
Consuela,Belly,11/11/16,rap
Turn Me Down,GASHI,6/8/17,rap
Boss,Lil Pump,6/6/17,rap
To the Max,DJ Khaled,6/5/17,rap
I'm Your DJ,Miami Bass Tracks,10/19/13,rap
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,1/1/96,rap
Brand New Funk,DJ Jazzy Jeff & The Fresh Prince,3/29/88,rap
Hype,Kid 'N Play,1988,rap
Feel The Bass Again,DJ Magic Mike,1990,rap
Drop the Bass Beats,Miami Bass Tracks,6/13/16,rap
Hear Me Bumpin,Miami Bass Tracks,10/19/13,rap
Rollin' With Kid 'N Play,Kid 'N Play,1988,rap
I Got Dat Feelin' - Live,DJ Kool,1/1/96,rap
Bass Style,Miami Bass Tracks,2/1/13,rap
High Sidin',N2DEEP,1994,rap
Ambitionz Az A Ridah,2Pac,2/13/96,rap
Pimpin' Lyrics,Ron C,1992,rap
Wanna Be A Baller,Lil' Troy,1998,rap
Paid In Full,Eric B. & Rakim,1987,rap
Dopeman - Remix,N.W.A.,8/8/88,rap
Damn It Feels Good to Be a Gangsta - Mixtape Version,Geto Boys,6/17/13,rap
Jus Lyke Compton,DJ Quik,1992,rap
Same Song - Edit Version,Digital Underground,6/19/05,rap
My Bass Hits Harder,Power Supply,10/15/09,rap
Down Low ( Remix),Freak Nasty,2/16/06,rap
King Of The Hill,Westside Connection,1/1/96,rap
Supersonic,J.J. Fad,1988,rap
Sally (That Girl),Gucci Crew II,1/30/17,rap
Shake Whatcha Mama Gave Ya',Poison Clan,3/18/92,rap
Jump,Kris Kross,3/17/92,rap
Real Muthaphuckkin' G's,Eazy-E,1/1/07,rap
Straight Outta Compton,N.W.A.,8/8/88,rap
No Vaseline,Ice Cube,6/9/17,rap
Boyz-N-The-Hood,Eazy-E,1/1/87,rap
All Eyez On Me,2Pac,2/13/96,rap
How Long Will They Mourn Me?,Thug Life,1/1/94,rap
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,1993,rap
"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,1993,rap
Let's Play House,Tha Dogg Pound,1995,rap
Tonite,DJ Quik,1991,rap
"New York, New York",Tha Dogg Pound,1995,rap
Dollaz + Sense,DJ Quik,1995,rap
Backyard Boogie,Mack 10,1/1/97,rap
Playaz Club,Rappin' 4-Tay,1/1/94,rap
Pimp Of The Year,Dru Down,9/6/94,rap
Can You Feel Me,Dru Down,8/6/96,rap
Gettin' It,Too $hort,5/21/96,rap
"Captain Save a Hoe (feat. The Click, D-Shot, B-Legit & Suga T)",E-40,1993,rap
Hurricane,The Click,7/8/95,rap
Bow Down,Westside Connection,1/1/96,rap
Gittin' Funky,Kid 'N Play,1988,rap
Rock The Bells,LL Cool J,11/18/85,rap
Sucker M.C.'s (Krush-Groove 1),Run–D.M.C.,3/27/84,rap
Fight The Power,Public Enemy,4/10/90,rap
The Message (feat. Melle Mel & Duke Bootee),Grandmaster Flash & The Furious Five,10/1/82,rap
Now That We Found Love,Heavy D & The Boyz,1/1/91,rap
Posse On Broadway,Sir Mix-A-Lot,1/1/88,rap
Back To The Hotel,N2DEEP,6/1/92,rap
Buttermilk Biscuits (Keep On Square Dancin'),Sir Mix-A-Lot,1/1/88,rap
My Hooptie,Sir Mix-A-Lot,1/1/89,rap
The Formula,The D.O.C.,1989,rap
The Ghetto,Too $hort,9/11/90,rap
Cocktales,Too $hort,1/23/95,rap
How I Could Just Kill a Man,Cypress Hill,8/13/91,rap
Ain't No Future In Yo' Frontin',MC Breed,1/1/91,rap
Gotta Get Mine,MC Breed,1/1/93,rap
I'm Bad,LL Cool J,7/22/87,rap
I Ain't No Joke,Eric B. & Rakim,1987,rap
Don't Sweat The Technique,Eric B. & Rakim,1/1/92,rap
Don't Believe The Hype,Public Enemy,4/14/88,rap
Feel the Bass III,DJ Magic Mike,1991,rap
The Booty Dub,DJ Magic Mike,1990,rap
Rodeo,95 South,1/10/95,rap
Da' Dip,Freak Nasty,10/29/96,rap
Shake A Lil' Somethin' (Original Street Mix Nasty),2 LIVE CREW,7/19/96,rap
Kitty-Kitty,69 Boyz,5/27/94,rap
Mr. Big Stuff - Remix,Heavy D & The Boyz,10/25/87,rap
My Prerogative,Bobby Brown,1/1/88,rap
Sally,Stetsasonic,6/15/88,rap
Let's Get It Started,MC Hammer,1/1/88,rap
Turn This Mutha Out,MC Hammer,10/1/96,rap
Gangsta's Paradise,Coolio,11/7/95,rap
"Hold It Now, Hit It",Beastie Boys,11/15/86,rap
"Da' Butt - From The ""School Daze"" Soundtrack",E.U.,1/1/88,rap
Nothing But Bass,Bass Patrol,2004,rap
I'm Your Pusher / Pusherman,Ice-T,1988,rap
Growin' Up In the Hood,Compton's Most Wanted,7/2/91,rap
Hand On the Pump,Cypress Hill,8/13/91,rap
Sometimes I Rhyme Slow,Nice & Smooth,1/1/91,rap
Knockin' Boots,Candyman,1990,rap
The Rhythm,Kwame,1/31/89,rap
30's-N-Lows,Bass Patrol,2004,rap
Cars That Go Boom,L'Trimm,11/20/15,rap
Freaks of the Industry,Digital Underground,3/26/90,rap
Ghetto Cowboy,Mo Thugs,3/23/18,rap
Born To Roll - Jeep Ass Niguh Remix,Masta Ace Incorporated,1993,rap
Uptown (feat. Bun B & Lil Wayne),Drake,2/15/19,rap
All Girls Are The Same,Juice WRLD,4/13/18,rap
Shoota (feat. Lil Uzi Vert),Playboi Carti,5/11/18,rap
Truffle Butter,Nicki Minaj,1/23/15,rap
Mystery Repeats,Pete Philly & Perquisite,9/10/07,rap
Weed Nap (Prod. by Sayez),Boaz,10/10/10,rap
Roll Up,Wiz Khalifa,3/29/11,rap
Marijuana - Album Version (Edited),Kid Cudi,1/1/10,rap
Black Ice,Boaz,10/10/10,rap
Big Poppa - 2005 Remaster,The Notorious B.I.G.,9/13/94,rap
Erase Me - Main,Kid Cudi,1/1/10,rap
Alles Wat Ik Wil,Winne,1/1/09,rap
Pursuit Of Happiness (Nightmare),Kid Cudi,1/1/09,rap
Lost Ones,J. Cole,9/23/11,rap
The Morning,Raekwon,1/1/12,rap
No Church In The Wild,JAY-Z,8/8/11,rap
Good Life,Kanye West,1/1/07,rap
"Work Hard, Play Hard",Wiz Khalifa,4/23/12,rap
Clique,Kanye West,1/1/12,rap
Ms. Hill,Talib Kweli,11/22/05,rap
How We Do,The Game,2005,rap
Ali Bomaye,The Game,1/1/12,rap
Beautiful,Snoop Dogg,1/1/05,rap
P.I.M.P. - Snoop Dogg Remix,50 Cent,2/6/03,rap
Outta Control - Remix,50 Cent,3/3/05,rap
GATman And Robbin,50 Cent,3/3/05,rap
"OK, You're Right",50 Cent,1/1/09,rap
Twijfel,Fresku,1/1/10,rap
Tante Lien,De Jeugd Van Tegenwoordig,2010,rap
Buma In Mijn Zak,De Jeugd Van Tegenwoordig,1/1/08,rap
Big City Life,Mattafix,2005,rap
Happy Birthday,Flipsyde,1/1/05,rap
Drank in My Cup,Kirko Bangz,9/16/11,rap
Rack City,Tyga,1/1/11,rap
Hard Knock Life (The Ghetto Anthem) - Radio Edit,JAY-Z,11/25/03,rap
Swimming Pools (Drank),Kendrick Lamar,8/3/12,rap
A.D.H.D,Kendrick Lamar,7/2/11,rap
No Sleep,Wiz Khalifa,3/29/11,rap
Watskeburt?!,De Jeugd Van Tegenwoordig,1/1/08,rap
Immortal - Edited Version,Kid Cudi,3/14/13,rap
Harder Than You Think,Public Enemy,8/7/07,rap
De Formule,De Jeugd Van Tegenwoordig,1/1/13,rap
Tak Takie,U-niq,1/1/08,rap
Doag,Great Minds,1/1/13,rap
What's Up Fatlip,Fatlip,2005,rap
Hypnotize - 2007 Remaster,The Notorious B.I.G.,3/5/07,rap
Check Yo Self - Remix,Ice Cube,11/22/94,rap
När solen går ner,AKI,1/1/12,rap
The Format,AZ,11/7/06,rap
21 Questions,50 Cent,2/6/03,rap
Picasso Baby,JAY-Z,7/10/13,rap
F*ckwithmeyouknowigotit,JAY-Z,7/10/13,rap
Ima Boss (feat. Rick Ross),Meek Mill,5/23/11,rap
Aston Martin Music,Rick Ross,1/1/10,rap
Put On,Jeezy,1/1/08,rap
F.U.T.W.,JAY-Z,7/10/13,rap
Xxplosive,Dr. Dre,1/1/99,rap
I Need A Doctor,Dr. Dre,1/1/10,rap
The Next Episode,Dr. Dre,1/1/99,rap
Je Weet Et,Thc,2007,rap
Een Barkie,De Jeugd Van Tegenwoordig,1/1/13,rap
Dikke Tieten,Kempi,1/1/09,rap
Strange Clouds - feat. Lil Wayne,B.o.B,9/27/11,rap
If I Can't,50 Cent,2/6/03,rap
We Zijn 1,Winne,1/1/10,rap
Started From the Bottom,Drake,1/1/13,rap
Tijdmachine - Edit,Dio,1/1/08,rap
The Motto,Drake,1/1/12,rap
Have It Your Way,Rich Gang,1/1/13,rap
Why We Thugs,Ice Cube,1/1/06,rap
Drop It Like It's Hot,Snoop Dogg,1/1/04,rap
Like Toy Soldiers,Eminem,11/12/04,rap
Crack A Bottle,Eminem,1/1/09,rap
Hate It Or Love It,The Game,1/1/05,rap
Empire State Of Mind [Jay-Z + Alicia Keys],JAY-Z,9/8/09,rap
Already Home [Jay-Z + Kid Cudi],JAY-Z,9/8/09,rap
Forever,Drake,1/1/09,rap
Superstar,Lupe Fiasco,1/1/07,rap
On My Level (feat. Too $hort),Wiz Khalifa,3/29/11,rap
Wake Up,Wiz Khalifa,3/29/11,rap
Mockingbird,Eminem,12/6/05,rap
"Hold On, We're Going Home",Drake,8/6/13,rap
Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q,1/14/12,rap
Goldie,A$AP Rocky,1/11/13,rap
My Life,The Game,1/1/08,rap
Regulate,Warren G,11/17/95,rap
Martians Vs Goblins,The Game,1/1/11,rap
Touch It - Album Version/Vocal Up,Busta Rhymes,1/1/06,rap
In Da Club,50 Cent,2/6/03,rap
Rap God,Eminem,11/5/13,rap
Stan,Eminem,12/6/05,rap
Switch Lanes,Tyga,1/1/13,rap
Soundtrack 2 My Life,Kid Cudi,1/1/09,rap
Donald Trump,Mac Miller,5/17/11,rap
Mojo So Dope,Kid Cudi,1/1/10,rap
Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),Juicy J,8/23/13,rap
Buzzin - Remix Explicit Version,Mann,1/1/10,rap
N.Y. State of Mind,Nas,1994,rap
Juicy - 2005 Remaster,The Notorious B.I.G.,9/13/94,rap
I Got 5 On It,Luniz,1/1/95,rap
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,5/26/92,rap
Shimmy Shimmy Ya,Ol' Dirty Bastard,1995,rap
I Used to Love H.E.R.,Common,10/25/94,rap
Jump Around,House Of Pain,7/21/92,rap
Hip Hop Hooray,Naughty By Nature,2/23/93,rap
The World Is Yours,Nas,1994,rap
93 'Til Infinity,Souls Of Mischief,2/13/93,rap
Survival of the Fittest,Mobb Deep,4/25/95,rap
Insane in the Brain,Cypress Hill,7/20/93,rap
Who Am I (What's My Name)?,Snoop Dogg,1993,rap
Fu-Gee-La,Fugees,1996,rap
"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",Craig Mack,1994,rap
Electric Relaxation,A Tribe Called Quest,11/9/93,rap
C.R.E.A.M.,Wu-Tang Clan,11/9/93,rap
Put It On,Big L,3/28/95,rap
Chief Rocka,Lords Of The Underground,1/1/93,rap
Sound of da Police,KRS-One,9/3/93,rap
Protect Ya Neck,Wu-Tang Clan,11/9/93,rap
Slam,Onyx,3/30/93,rap
MC's Act Like They Don't Know,KRS-One,10/10/95,rap
Mass Appeal,Gang Starr,3/8/94,rap
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,1995,rap
Real Hip-Hop,Das EFX,9/26/95,rap
Bucktown,Smif-N-Wessun,1995,rap
They Want EFX,Das EFX,4/7/92,rap
Who Got Da Props,Black Moon,1993,rap
Shadowboxin',GZA,1/1/95,rap
Shame On a Nigga,Wu-Tang Clan,11/9/93,rap
Represent,Nas,1994,rap
Brooklyn Zoo,Ol' Dirty Bastard,1995,rap
Hip 2 Da Game,Lord Finesse,2/20/96,rap
Livin' Proof,Group Home,1/1/95,rap
Tonight's Da Night,Redman,1/1/92,rap
Come Clean - E New Y Radio,Jeru The Damaja,5/24/94,rap
Leflaur Leflah Eshkoshka,Heltah Skeltah,1/1/96,rap
Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep,4/25/95,rap
MVP,Big L,3/28/95,rap
Wrong Side of da Tracks,Artifacts,10/25/94,rap
I Like It (I Wanna Be Where You Are),Grand Puba,6/20/95,rap
Me Or The Papes,Jeru The Damaja,1/1/96,rap
How Many MC's...,Black Moon,1993,rap
Supa Star,Group Home,1/1/95,rap
Danger - Original Mix,Blahzay Blahzay,8/13/96,rap
Mad Izm,Channel Live,1/1/95,rap
Next Level - Nyte Time Mix,Showbiz & A.G.,1/1/95,rap
Baknaffek,Das EFX,11/16/93,rap
Liquid Swords,GZA,1/1/95,rap
Funky Child,Lords Of The Underground,1/1/93,rap
C'Mon wit da Git Down,Artifacts,10/25/94,rap
The What,The Notorious B.I.G.,9/13/94,rap
